N° Exp.,Fecha,Estado,Modelo,Matrícula,Daños,Fase,Lat - Lon,Lesiones,Fecha y hora de notificiacion,fecha y hora de arribo,fecha y hora de finalizacion,Provincia,Lugar,tipo Lugar,altura,Oficina,Canal,Fabricante
204705/17,3/6/2017,en curso,PA-22 (Piper),LV-FJD,De importancia,Aterrizaje,"(-37.23444444444444, -57.02388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Villa Gesell,AD,S/D,S/D,S/D,Piper
204355/17,31/5/2017,en curso,C-421 (Cessna),LQ-JLY,Destruida,Crucero,"(-34.970555555555556, -58.48972222222222)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),San Vicente,ZR,S/D,S/D,S/D,Cessna
204359/17,31/5/2017,en curso,115-AB (Aero Boero),LV-AIM,De importancia,Aterrizaje,"(-37.24055555555556, -60.14694444444444)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Chillar,ZR,S/D,S/D,S/D,Aero Boero
192180/17,23/5/2017,en curso,CH-8 (Cicare),LV-X623,De importancia,Aterrizaje,"(-35.60861111111111, -59.81638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),SALADILLO,AD,S/D,S/D,S/D,Cicare
183510/17,16/5/2017,en curso,C-310-D (Cessna),LV-HLB,De importancia,Aterrizaje,"(-34.67611111111111, -58.64277777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Tandil,AD,S/D,S/D,S/D,Cessna
172064/17,5/5/2017,en curso,CH-8 (Cicare),LV-X608,De importancia,Crucero,"(-40.152499999999996, -71.28555555555555)",Ninguno,S/D,S/D,S/D,NEUQUEN (NEU),Helipuerto San Martín de los Andes,ZR,S/D,S/D,S/D,Cicare
159871/17,28/4/2017,en curso,B-58 (Beechcraft),LV-CJN,De importancia,Aterrizaje,"(-24.399444444444445, -65.0936111111111)",Ninguno,S/D,S/D,S/D,JUJUY (JUJ),Gobernador Guzman,AP,S/D,S/D,S/D,Beechcraft
159873/17,28/4/2017,en curso,152-II (Cessna),LV-OOJ,Ninguno,Ascenso,"(-31.310000000000002, -64.20833333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Cessna
151237/17,22/4/2017,en curso,PA-24-250 (Piper),LV-GSG,Leves,Crucero,"(-31.65111111111111, -64.3938888888889)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Alta Gracia,AD,S/D,S/D,S/D,Piper
141549/17,16/4/2017,en curso,S-9-CHAOS (Giarrocco),LV-X621,Leves,Aproximación,"(-38.01166666666666, -57.677499999999995)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Batan,LOC,S/D,S/D,S/D,Giarrocco
122472/17,4/4/2017,en curso,PA-42 (Piper),LV-WXG,De importancia,Despegue,"(-31.48777777777778, -64.14194444444445)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Coronel Olmedo,AD,S/D,S/D,S/D,Piper
120905/17,30/3/2017,en curso,T-188-C (Cessna),LV-BTT,Leves,Despegue,"(-23.983333333333334, -64.00222222222222)",Ninguno,S/D,S/D,S/D,SALTA (SAL),San Gabriel (2817),LAD,S/D,S/D,S/D,Cessna
155278/17,29/3/2017,en curso,182 G (Cessna),LV-HBB,De importancia,Se desconoce,"(-28.45611111111111, -57.22555555555556)",Desconocido,S/D,S/D,S/D,ENTRE RIOS (ERS),El Socorro,EA,S/D,S/D,S/D,Cessna
107349/17,20/3/2017,en curso,Virus-SW121 (Pipistrel),CX-PYA,Leves,Aterrizaje,"(-29.899166666666666, -64.75416666666666)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Salinas Grandes,ZR,S/D,S/D,S/D,Pipistrel
105202/17,19/3/2017,en curso,AT-502-B (Air Tractor),LV-GJQ,Leves,Aterrizaje,"(-30.802777777777777, -58.01638888888889)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Chajari,AD,S/D,S/D,S/D,Air Tractor
105733/17,17/3/2017,en curso,A-188-B (Cessna),LV-AMD,Ninguno,Crucero,"(-28.9075, -62.23694444444445)",Ninguno,S/D,S/D,S/D,SANTIAGO DEL ESTERO (SDE),Banderas,ZR,S/D,S/D,S/D,Cessna
93995/17,10/3/2017,en curso,C-150-H (Cessna),LV-GQZ,De importancia,Aproximación,"(-34.87444444444444, -57.96138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Proximidades de Tolosa,LOC,S/D,S/D,S/D,Cessna
82325/17,4/3/2017,en curso,PA-38 (Piper),LV-OHX,Destruida,Ascenso,"(-32.97083333333334, -68.87972222222221)",Graves,S/D,S/D,S/D,MENDOZA (DOZ),Chacras de Coria- Lujan,LOC,S/D,S/D,S/D,Piper
74181/17,25/2/2017,en curso,PA-18 (Piper),LV-FJF,Destruida,Maniobras,"(-32.53805555555555, -60.86638888888889)",Graves,S/D,S/D,S/D,SANTA FE (SFE),Oliveros,ZR,S/D,S/D,S/D,Piper
74210/17,25/2/2017,en curso,PA-18-A-150 (Piper),LV-GBR,De importancia,Crucero,"(-30.915555555555553, -57.933055555555555)",Leves,S/D,S/D,S/D,ENTRE RIOS (ERS),Santa Ana,ZR,S/D,S/D,S/D,Piper
74179/17,25/2/2017,en curso,LJ 60 (Learjet),LV-FVZ,Leves,Despegue,"(-50.28, -72.05333333333333)",Ninguno,S/D,S/D,S/D,SANTA CRUZ (SCZ),El Calafate,AP,S/D,S/D,S/D,Learjet
122477/17,22/2/2017,en curso,PA-25-150 (Piper),LV-HJG,De importancia,Crucero,"(-32.532222222222224, -60.895833333333336)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Oliveros,ZR,S/D,S/D,S/D,Piper
58720/17,13/2/2017,en curso,B-737-800 (Boeing),LV-FUA,De importancia,Aterrizaje,"(-41.151111111111106, -71.15777777777778)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Bariloche,AP,S/D,S/D,S/D,Boeing
55394/17,10/2/2017,en curso,G-164-A (Grumman),LV-WOW,Destruida,Despegue,"(-30.389166666666664, -59.95388888888889)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),San Javier,ZR,S/D,S/D,S/D,Grumman
48773/17,7/2/2017,en curso,C-210-N (Cessna),LV-OBW,Destruida,Despegue,"(-34.9225, -58.774166666666666)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Cessna
36635/17,29/1/2017,en curso,C-172-A (Cessna),LV-HAL,De importancia,Aterrizaje,"(-34.74194444444444, -58.20722222222223)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Cessna
42197/17,23/1/2017,en curso,B-737-76N (Boeing),LV-BZO,Leves,Despegue,"(-26.840833333333332, -65.10472222222222)",Ninguno,S/D,S/D,S/D,TUCUMAN (TUC),Tucumán,AP,S/D,S/D,S/D,Boeing
21277/17,16/1/2017,en curso,LJ 60 (Learjet),LV-CPL,Ninguno,Aterrizaje,"(-31.310000000000002, -64.20833333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Learjet
15762/17,11/1/2017,en curso,C-152 (Cessna),LV-ZHM,De importancia,Crucero,"(-38.03138888888889, -60.12722222222222)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Adolfo Gonzales Chaves,ZR,S/D,S/D,S/D,Cessna
9310/17,4/1/2017,en curso,PA-25-235 (Piper),LV-LMY,Destruida,Maniobras,"(-31.591666666666665, -68.54388888888889)",Leves,S/D,S/D,S/D,SAN JUAN (JUA),Villa Paolini,LOC,S/D,S/D,S/D,Piper
2408/17,29/12/2016,en curso,LJ-25 (Learjet),LV-CFW,Ninguno,Aterrizaje,"(-28.593055555555555, -65.75111111111111)",Ninguno,S/D,S/D,S/D,CATAMARCA (CAT),Coronel Felipe Varlea - Catamarca (SANC),AP,S/D,S/D,S/D,Learjet
579521/16,26/12/2016,en curso,C-172 (Cessna),LV-GCW,Ninguno,Crucero,"(-32.907222222222224, -68.77527777777777)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Guaymallén,LOC,S/D,S/D,S/D,Cessna
571225/16,14/12/2016,en curso,C-210-L (Cessna),CP-2996,Leves,Aterrizaje,"(-36.01, -58.71472222222223)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),General Belgrano,LOC,S/D,S/D,S/D,Cessna
558016/16,10/12/2016,en curso,PETREL 912 (Aeroitba),LV-FVC,Leves,Rodaje a plataforma,"(-37.93416666666666, -57.57333333333334)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Astor Piazola (SAZM),AP,S/D,S/D,S/D,Aeroitba
551066/16,4/12/2016,en curso,PW-5SMYK (Pzl),LV-ENC,Leves,Aterrizaje,"(-35.28611111111111, -58.70638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Gobernador Udaondo,ZR,S/D,S/D,S/D,Pzl
549548/16,3/12/2016,en curso,VENTUS-2CM (Schempp Hirth),LV-EDB,Destruida,Crucero,"(-36.206944444444446, -61.07083333333334)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Bolivar,LOC,S/D,S/D,S/D,Schempp Hirth
546637/16,30/11/2016,en curso,IV-P (Lancair),LV-X260,Leves,Aterrizaje,"(-38.0, -57.666666666666664)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Mar del Plata,AD,S/D,S/D,S/D,Lancair
528950/16,12/11/2016,en curso,AB-115 (Aero Boero),LV-AYW,De importancia,Aterrizaje,"(-32.39666666666667, -59.75416666666667)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Nogoyá,AD,S/D,S/D,S/D,Aero Boero
515760/16,10/11/2016,en curso,MD-11 (Mc Donnell Douglas),D-ALCM,De importancia,Aterrizaje,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Mc Donnell Douglas
509583/16,7/11/2016,en curso,PA-30 (Piper),LV-IJX,Leves,Despegue,"(-30.049444444444447, -59.53388888888889)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Esquina,AD,S/D,S/D,S/D,Piper
509593/16,5/11/2016,en curso,PA-11 (Piper),LV-YLY,Leves,Crucero,"(-32.0775, -60.000277777777775)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Don Cristobal Segundo,ZR,S/D,S/D,S/D,Piper
497363/16,30/10/2016,en curso,A-188-B (Cessna),LV-ZNW,Destruida,Crucero,"(-34.32277777777778, -61.49333333333333)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Fortín Acha,LOC,S/D,S/D,S/D,Cessna
497204/16,28/10/2016,en curso,M-18-B (Pzl),LV-FHQ,Destruida,Crucero,"(-24.513055555555557, -65.3561111111111)",Fatales,S/D,S/D,S/D,SALTA (SAL),La Caldera,ZR,S/D,S/D,S/D,Pzl
508118/16,27/10/2016,en curso,A-330 (Airbus),LV-GKO,Ninguno,Crucero,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Airbus
21900/17,22/10/2016,en curso,Aventurero (Facil),LV-X455,De importancia,Crucero,"(-34.85777777777778, -58.88777777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Facil
482925/16,22/10/2016,en curso,C-152 (Cessna),LV-ODW,De importancia,Aterrizaje,"(-32.81333333333333, -61.36694444444444)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Cañada de Gómez,AD,S/D,S/D,S/D,Cessna
482908/16,22/10/2016,en curso,ASW-20-L314 (Schleicher),LV-DPR,De importancia,Aterrizaje,"(-30.213055555555556, -68.90277777777779)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),San José de Jachal,ZR,S/D,S/D,S/D,Schleicher
470357/16,16/10/2016,en curso,C-150-L (Cessna),LV-CDG,De importancia,Aterrizaje,"(-34.61, -58.60027777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),El Palomar (SADP),AD,S/D,S/D,S/D,Cessna
463146/16,8/10/2016,en curso,AB-180-RVR (Aero Boero),LV-AOX,Ninguno,Aterrizaje,"(-33.062777777777775, -68.50694444444444)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),San Martin,AD,S/D,S/D,S/D,Aero Boero
463152/16,8/10/2016,en curso,CH-7T (Cicare),LV-X560,De importancia,Crucero,"(-27.61527777777778, -59.153055555555554)",Ninguno,S/D,S/D,S/D,CHACO (CHA),Resistencia,LOC,S/D,S/D,S/D,Cicare
456710/16,3/10/2016,en curso,PA-38 (Piper),LV-OMC,Ninguno,Crucero,"(-31.32, -64.07305555555556)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Jesús María,ZR,S/D,S/D,S/D,Piper
440192/16,24/9/2016,en curso,Cirrus-VIII (Schempp Hirth),LV-U322,Destruida,Despegue,"(-34.58277777777778, -59.00055555555556)",Graves,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodríguez,AD,S/D,S/D,S/D,Schempp Hirth
415326/16,10/9/2016,en curso,C-210 (Cessna),LV-GYG,De importancia,Despegue,"(-32.65083333333333, -62.702222222222225)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Bell Ville,ZR,S/D,S/D,S/D,Cessna
415315/16,10/9/2016,en curso,PA-11-C (Piper),LV-XLP,De importancia,Crucero,"(-34.28638888888889, -58.7275)",Graves,S/D,S/D,S/D,BUENOS AIRES (BUE),Escobar,LOC,S/D,S/D,S/D,Piper
408153/16,7/9/2016,en curso,F-SA-227-AC-METRO III (Fairchild),CX-CLS,Ninguno,Aproximación,"(-34.82222222222222, -58.5025)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Fairchild
385617/16,24/8/2016,en curso,V-MAX (Skyranger),LV-X459,De importancia,Crucero,"(-33.08111111111111, -60.543055555555554)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Pueblo Esther,LOC,S/D,S/D,S/D,Skyranger
374418/16,17/8/2016,en curso,AB-180-RVR (Aero Boero),LQ-WFJ,De importancia,Aterrizaje,"(-32.18666666666666, -64.48666666666666)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Villa Rumipal,AD,S/D,S/D,S/D,Aero Boero
368697/16,15/8/2016,en curso,T-337-H (Cessna),LV-MNZ,Ninguno,Aterrizaje,"(-34.82222222222222, -58.53777777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Cessna
366360/16,11/8/2016,en curso,C-150 (Cessna),LV-BPG,Ninguno,Crucero,"(-37.89138888888889, -58.10777777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Balcarce,LOC,S/D,S/D,S/D,Cessna
360393/16,9/8/2016,en curso,152-II (Cessna),LV-OND,De importancia,Aterrizaje,"(-34.566111111111105, -59.08388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Lujan,AD,S/D,S/D,S/D,Cessna
357556/16,7/8/2016,en curso,VENTUS-2CM (Schempp Hirth),LV-EPI,Leves,Aproximación,"(-35.111666666666665, -58.72638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Cañuelas,AD,S/D,S/D,S/D,Schempp Hirth
360387/16,6/8/2016,en curso,IAe 46 SUPER RANQUEL (Dinfia),LV-IJJ,Leves,Aterrizaje,"(-31.60138888888889, -68.54722222222222)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),SAN JUAN,AD,S/D,S/D,S/D,Dinfia
353164/16,4/8/2016,en curso,PA-31 (Piper),LV-BOP,De importancia,Crucero,"(-40.909444444444446, -71.03166666666667)",Leves,S/D,S/D,S/D,RIO NEGRO (RNG),Villa Llanquin,ZR,S/D,S/D,S/D,Piper
352510/16,2/8/2016,en curso,177 RG (Cessna),LV-LRD,De importancia,Aterrizaje,"(-34.550555555555555, -59.07916666666667)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Lujan,AD,S/D,S/D,S/D,Cessna
341867/16,28/7/2016,en curso,CITATION (Cessna),LV-WGY,Ninguno,Estacionado,"(-34.455000000000005, -58.59138888888889)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
329821/16,18/7/2016,en curso,B-200 (Beechcraft),LV-FUK,Ninguno,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Beechcraft
307415/16,12/7/2016,en curso,MD-83 (Mc Donnell Douglas),LV-AYD,Leves,Estacionado,"(-41.151111111111106, -71.15777777777778)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Bariloche,AP,S/D,S/D,S/D,Mc Donnell Douglas
315674/16,11/7/2016,en curso,C-210 (Cessna),ZP-BAO,Leves,Aterrizaje,"(-31.68138888888889, -58.45444444444445)",Desconocido,S/D,S/D,S/D,ENTRE RIOS (ERS),San Salvador,ZR,S/D,S/D,S/D,Cessna
301225/16,7/7/2016,en curso,PA-28 (Piper),LV-AYO,Leves,Estacionado,"(-42.759166666666665, -65.10277777777777)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),El Tehuelche - Puerto Madryn (SAVY),AP,S/D,S/D,S/D,Piper
269550/16,17/6/2016,en curso,J-3C (Piper),LV-NHS,Leves,Despegue,"(-30.855555555555558, -64.0075)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),"Estancia ""La Emilia"" Villa del Totoral",ZR,S/D,S/D,S/D,Piper
264449/16,17/6/2016,en curso,C-210-M (Cessna),ZP-BAF,De importancia,Aterrizaje,"(-32.325833333333335, -61.53666666666666)",Desconocido,S/D,S/D,S/D,SANTA FE (SFE),Ruta Provincial 32S - Los Cardos,EXT,S/D,S/D,S/D,Cessna
264402/16,16/6/2016,en curso,PA-12 (Piper),LV-NXF,De importancia,Crucero,"(-34.85944444444445, -58.01722222222222)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Piper
252023/16,14/6/2016,en curso,LJ-25-D (Learjet),LV-WLG,Ninguno,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Learjet
238653/16,7/6/2016,en curso,C-150-M (Cessna),LV-CDW,Ninguno,Crucero,"(-32.90361111111111, -60.78444444444444)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Cessna
246680/16,4/6/2016,en curso,A-330-243 (Airbus),N-279AV,Se desconoce,Crucero,"(None, None)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),Proximo pos. Algar en ruta de Lima a Ezeiza,EXT,S/D,S/D,S/D,Airbus
233394/16,2/6/2016,en curso,J-3201 (Jetstream),LV-ZST,De importancia,Estacionado,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Jetstream
216826/16,25/5/2016,en curso,PETREL 912 (Aeroitba),LV-FUZ,Ninguno,Rodaje salida,"(-38.49861111111111, -61.884166666666665)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Cabildo,AC,S/D,S/D,S/D,Aeroitba
213035/16,22/5/2016,en curso,C-182-D (Cessna),LV-HTD,Ninguno,Aterrizaje,"(-34.96666666666667, -60.88583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),La Plata,AD,S/D,S/D,S/D,Cessna
213655/16,21/5/2016,en curso,B-58 (Beechcraft),LV-CZL,Leves,Aterrizaje,"(-27.21638888888889, -61.21)",Ninguno,S/D,S/D,S/D,CHACO (CHA),Charata,AD,S/D,S/D,S/D,Beechcraft
207526/16,19/5/2016,en curso,RV-7 (Van S),LV-X566,De importancia,Ascenso,"(-32.80583333333333, -63.83444444444444)",Fatales,S/D,S/D,S/D,CORDOBA (CBA),General Cabrera,LOC,S/D,S/D,S/D,Van S
186805/16,7/5/2016,en curso,T-210 (Cessna),LV-CXO,Ninguno,Rodaje a plataforma,"(-34.45, -58.61666666666667)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
179562/16,5/5/2016,en curso,B-737 (Boeing),LV-FWS,Ninguno,Rodaje a plataforma,"(-34.55888888888889, -58.41638888888889)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Boeing
185422/16,30/4/2016,en curso,PA-28 (Piper),LV-ARP,De importancia,Aterrizaje,"(-38.48972222222222, -58.81638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Necochea,AD,S/D,S/D,S/D,Piper
198868/16,17/4/2016,en curso,A-320 (Airbus),PR-MAR,Ninguno,Ascenso,"(-34.82222222222222, -58.53583333333333)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Airbus
141879/16,13/4/2016,en curso,BO-105S (Messerschmitt Bölkow),LQ-ZHO,Ninguno,Crucero,"(-31.766666666666666, -60.85)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Sauce Viejo,AD,S/D,S/D,S/D,Messerschmitt Bölkow
142282/16,12/4/2016,en curso,AB-115 (Aero Boero),LV-AII,Ninguno,Aterrizaje,"(-34.67916666666667, -58.64361111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Aero Boero
142301/16,9/4/2016,en curso,C-152 (Cessna),LV-AON,Ninguno,Despegue,"(-34.67611111111111, -58.64277777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
142254/16,8/4/2016,en curso,8-E (Luscombe),LV-NZV,De importancia,Aterrizaje,"(-41.096944444444446, -71.17777777777778)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Nahuel Huapi,AD,S/D,S/D,S/D,Luscombe
145226/16,7/4/2016,en curso,ARAVA-102 (Iai),LV-MTP,Leves,Ascenso,"(-54.843333333333334, -68.29555555555555)",Ninguno,S/D,S/D,S/D,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR (TDF)",Ushuaia,AP,S/D,S/D,S/D,Iai
142247/16,7/4/2016,en curso,TR-182 (Cessna),LV-CIX,Leves,Aterrizaje,"(-27.385833333333334, -55.970555555555556)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Posadas Gral José de San Martín (SARP),AP,S/D,S/D,S/D,Cessna
135257/16,5/4/2016,en curso,C-210-H (Cessna),LV-JLF,Ninguno,Crucero,"(-35.69611111111111, -63.75805555555556)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),General Pico (SAZG),AP,S/D,S/D,S/D,Cessna
111911/16,1/4/2016,en curso,B-35 (Beechcraft),LV-YCT,Se desconoce,Crucero,"(-33.10583333333334, -59.025)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Villa Larroque,ZR,S/D,S/D,S/D,Beechcraft
91845/16,22/3/2016,en curso,F-SA-226-TC (Fairchild),LV-ZEB,Leves,Aterrizaje,"(-53.78111111111111, -67.7538888888889)",Ninguno,S/D,S/D,S/D,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR (TDF)",Río Grande,AP,S/D,S/D,S/D,Fairchild
86415/16,17/3/2016,en curso,PA-38 (Piper),LV-MRF,Ninguno,Rodaje a plataforma,"(-34.65361111111111, -58.644444444444446)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Piper
80701/16,15/3/2016,en curso,C-152 (Cessna),LV-CGF,Ninguno,Rodaje salida,"(-34.65361111111111, -58.644444444444446)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
83816/16,10/3/2016,en curso,C-150-A (Cessna),LV-CQC,Ninguno,Aproximación,"(-34.67916666666667, -58.64361111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
55366/16,8/3/2016,en curso,C-150-M (Cessna),LV-CQJ,Destruida,Aproximación,"(-34.69166666666666, -59.03)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodriguez,LOC,S/D,S/D,S/D,Cessna
51369/16,7/3/2016,en curso,B-777 (Boeing),N-785AN,Ninguno,Crucero,"(-34.82194444444445, -58.53583333333333)",Desconocido,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
100850/16,28/2/2016,en curso,IAe 46 SUPER RANQUEL (Dinfia),LV-IJJ,Ninguno,Rodaje a plataforma,"(-31.603055555555557, -68.54722222222222)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),San Juan,AC,S/D,S/D,S/D,Dinfia
44372/16,27/2/2016,en curso,B-767 (Boeing),N-831MH,Ninguno,Aterrizaje,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
36070/16,23/2/2016,en curso,C-150-J (Cessna),LV-CTL,Destruida,Despegue,"(-34.58861111111111, -68.40277777777779)",Leves,S/D,S/D,S/D,MENDOZA (DOZ),San Rafael,ZR,S/D,S/D,S/D,Cessna
36908/16,22/2/2016,en curso,A-188-B (Cessna),LV-LBO,Destruida,Crucero,"(-25.46611111111111, -64.95527777777778)",Leves,S/D,S/D,S/D,SALTA (SAL),Metán,ZR,S/D,S/D,S/D,Cessna
34552/16,21/2/2016,en curso,AS-350-B3 (Eurocopter),LQ-CFI,Destruida,Crucero,"(-30.848333333333333, -64.49222222222222)",Graves,S/D,S/D,S/D,CORDOBA (CBA),Cerro Uritorco - Capilla del Monte,EXT,S/D,S/D,S/D,Eurocopter
34551/16,20/2/2016,en curso,C-172-N (Cessna),LV-FOD,De importancia,Aproximación,"(-33.080000000000005, -68.52361111111111)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),San Martin,AD,S/D,S/D,S/D,Cessna
33074/16,18/2/2016,en curso,PA-25 (Piper),LV-IEG,De importancia,Aterrizaje,"(-34.900555555555556, -64.53833333333333)",Leves,S/D,S/D,S/D,CORDOBA (CBA),Villa Huidobro,ZR,S/D,S/D,S/D,Piper
30850/16,13/2/2016,en curso,C-152 (Cessna),LV-CGF,Ninguno,Rodaje salida,"(-34.65361111111111, -58.644444444444446)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
28587/16,11/2/2016,en curso,PA-32-300 (Piper),LV-LHS,Leves,Crucero,"(-35.07833333333333, -58.66611111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),"Ruta Provincial N° 6, Cañuelas",LAD,S/D,S/D,S/D,Piper
